Date,Open,High,Low,Close,Adj Close,Volume
12-04-2012,6.754,6.896,6.584,6.688,6.688,5169500
13-04-2012,6.788,6.808,6.57,6.718,6.718,3248000
16-04-2012,6.682,6.74,6.418,6.45,6.45,5498000
17-04-2012,6.486,6.614,6.408,6.448,6.448,5577500
18-04-2012,6.418,6.55,6.306,6.532,6.532,4115500
19-04-2012,6.55,6.686,6.5,6.632,6.632,3874500
20-04-2012,6.628,6.746,6.588,6.632,6.632,4109000
23-04-2012,6.572,6.594,6.342,6.388,6.388,4454000
24-04-2012,6.364,6.44,6.2,6.364,6.364,3372500
25-04-2012,6.414,6.598,6.414,6.582,6.582,3561000
26-04-2012,6.592,6.704,6.582,6.698,6.698,2126500
27-04-2012,6.72,6.726,6.582,6.668,6.668,2955000
30-04-2012,6.654,6.672,6.516,6.626,6.626,2069500
01-05-2012,6.626,6.842,6.626,6.756,6.756,3295000
02-05-2012,6.7,6.878,6.678,6.788,6.788,2486500
03-05-2012,6.782,6.8,6.426,6.492,6.492,4206500
04-05-2012,6.464,6.492,6.28,6.366,6.366,6237500
07-05-2012,6.392,6.516,6.322,6.494,6.494,5790000
08-05-2012,6.5,6.546,5.874,6.038,6.038,15486000
09-05-2012,6.06,6.154,5.952,6.012,6.012,9739500
10-05-2012,6.594,6.936,6.48,6.592,6.592,27781500
11-05-2012,6.498,6.688,6.432,6.45,6.45,6106500
14-05-2012,6.384,6.426,6.01,6.012,6.012,6904500
15-05-2012,6.052,6.192,5.844,5.886,5.886,7928500
16-05-2012,5.916,6.036,5.776,5.836,5.836,6285500
17-05-2012,5.86,5.958,5.648,5.714,5.714,5745000
18-05-2012,5.674,5.692,5.366,5.512,5.512,8082500
21-05-2012,5.516,5.852,5.424,5.754,5.754,7376000
22-05-2012,6.02,6.268,6,6.16,6.16,11831000
23-05-2012,6.112,6.21,5.9,6.204,6.204,6102000
24-05-2012,6.25,6.25,5.938,6.056,6.056,5378000
25-05-2012,6.032,6.082,5.84,5.962,5.962,3785000
29-05-2012,6.002,6.386,6.002,6.338,6.338,8250000
30-05-2012,6.216,6.284,6.048,6.082,6.082,6536000
31-05-2012,6.014,6.058,5.75,5.9,5.9,5593500
01-06-2012,5.706,5.832,5.552,5.63,5.63,4429000
04-06-2012,5.606,5.682,5.422,5.576,5.576,5154500
05-06-2012,5.568,5.678,5.512,5.582,5.582,3154500
06-06-2012,5.64,5.89,5.628,5.844,5.844,4549500
07-06-2012,5.962,5.974,5.77,5.786,5.786,2460500
08-06-2012,5.772,6.038,5.63,6.016,6.016,4405500
11-06-2012,6.062,6.2,5.792,5.824,5.824,3180000
12-06-2012,5.846,5.968,5.762,5.932,5.932,2845000
13-06-2012,5.91,6.128,5.894,5.954,5.954,4220500
14-06-2012,6.036,6.13,5.724,5.878,5.878,4361000
15-06-2012,5.878,5.99,5.762,5.982,5.982,3234000
18-06-2012,5.988,6.466,5.9,6.368,6.368,6284000
19-06-2012,6.404,6.532,6.3,6.418,6.418,4555500
20-06-2012,6.7,6.9,6.642,6.756,6.756,17112000
21-06-2012,6.852,6.856,6.368,6.438,6.438,9459500
22-06-2012,6.52,6.796,6.492,6.758,6.758,15233000
25-06-2012,6.788,6.824,6.55,6.622,6.622,7492500
26-06-2012,6.41,6.47,6.278,6.322,6.322,13069500
27-06-2012,6.38,6.49,6.314,6.392,6.392,5236000
28-06-2012,6.38,6.422,6.124,6.282,6.282,4570500
29-06-2012,6.56,6.56,6.2,6.258,6.258,5629000
02-07-2012,6.27,6.36,6.038,6.08,6.08,6578000
03-07-2012,6.12,6.2,6.08,6.132,6.132,4735000
05-07-2012,6.162,6.334,6.16,6.246,6.246,6269000
06-07-2012,6.198,6.346,6.16,6.198,6.198,3922500
09-07-2012,6.188,6.366,6.134,6.298,6.298,4552500
10-07-2012,6.308,6.496,6.178,6.254,6.254,3792000
11-07-2012,6.314,6.336,6.202,6.302,6.302,3193000
12-07-2012,6.258,6.602,6.16,6.54,6.54,5628500
13-07-2012,6.594,6.88,6.566,6.85,6.85,6524000
16-07-2012,6.864,7.2,6.78,7.192,7.192,8720000
17-07-2012,7,7.042,6.476,6.67,6.67,12846500
18-07-2012,6.284,6.734,6.212,6.43,6.43,14409500
19-07-2012,6.544,6.63,6.408,6.454,6.454,7179500
20-07-2012,6.414,6.45,6.25,6.358,6.358,7842500
23-07-2012,6.21,6.26,6.124,6.132,6.132,6934000
24-07-2012,6.132,6.208,5.924,5.968,5.968,7501500
25-07-2012,5.984,5.996,5.75,5.79,5.79,14211000
26-07-2012,5.98,6,5.528,5.626,5.626,11311500
27-07-2012,5.742,5.932,5.62,5.902,5.902,8365000
30-07-2012,5.902,6.05,5.442,5.47,5.47,10326000
31-07-2012,5.508,5.594,5.47,5.484,5.484,7875500
01-08-2012,5.598,5.598,5.206,5.25,5.25,7961500
02-08-2012,5.368,5.37,5.104,5.22,5.22,6525500
03-08-2012,5.38,5.51,5.348,5.454,5.454,6047500
06-08-2012,5.51,5.74,5.51,5.654,5.654,7641000
07-08-2012,5.754,6.18,5.7,6.05,6.05,11936000
08-08-2012,5.98,6,5.718,5.818,5.818,6544500
09-08-2012,5.904,6,5.826,5.882,5.882,3363000
10-08-2012,5.862,5.988,5.862,5.988,5.988,3537000
13-08-2012,5.938,6.26,5.82,6.234,6.234,4350500
14-08-2012,6.15,6.234,5.852,5.884,5.884,3967000
15-08-2012,5.878,5.94,5.762,5.88,5.88,2627000
16-08-2012,5.906,6.078,5.9,6.06,6.06,3345000
17-08-2012,6.058,6.142,5.996,6.002,6.002,2541000
20-08-2012,6.03,6.078,5.82,5.902,5.902,5895500
21-08-2012,5.916,6,5.8,5.822,5.822,3808000
22-08-2012,5.802,6.008,5.802,5.99,5.99,3877500
23-08-2012,6,6.17,5.93,6.146,6.146,7355000
24-08-2012,6.012,6.048,5.882,5.9,5.9,7147000
27-08-2012,5.914,5.94,5.634,5.664,5.664,6752000
28-08-2012,5.68,5.876,5.6,5.738,5.738,7013500
29-08-2012,5.698,5.728,5.604,5.682,5.682,4194500
30-08-2012,5.72,5.748,5.62,5.682,5.682,3282000
31-08-2012,5.722,5.768,5.64,5.704,5.704,2699000
04-09-2012,5.704,5.798,5.58,5.628,5.628,3762500
05-09-2012,5.602,5.7,5.562,5.588,5.588,3196500
06-09-2012,5.6,5.78,5.58,5.71,5.71,4208500
07-09-2012,5.71,5.914,5.7,5.87,5.87,4766000
10-09-2012,5.84,5.87,5.46,5.474,5.474,7416500
11-09-2012,5.552,5.632,5.48,5.56,5.56,5074500
12-09-2012,5.58,5.716,5.56,5.656,5.656,5726000
13-09-2012,5.714,5.9,5.696,5.896,5.896,7423500
14-09-2012,6,6.13,5.93,6.078,6.078,7683000
17-09-2012,6.47,6.556,6.302,6.508,6.508,16064000
18-09-2012,6.376,6.38,6.136,6.268,6.268,8942500
19-09-2012,6.2,6.348,6.188,6.21,6.21,5242500
20-09-2012,6.186,6.3,6.136,6.18,6.18,4562000
21-09-2012,6.22,6.298,5.908,6.004,6.004,9350000
24-09-2012,5.902,6.206,5.88,6.132,6.132,6509500
25-09-2012,5.724,5.896,5.506,5.532,5.532,28402000
26-09-2012,5.532,5.68,5.496,5.508,5.508,7636000
27-09-2012,5.564,5.708,5.52,5.698,5.698,8793000
28-09-2012,5.746,5.978,5.722,5.856,5.856,21717000
01-10-2012,5.9,5.978,5.8,5.832,5.832,4422000
02-10-2012,5.856,5.978,5.8,5.96,5.96,3645000
03-10-2012,5.95,5.99,5.848,5.86,5.86,5264000
04-10-2012,6,6.02,5.73,5.88,5.88,7706500
05-10-2012,5.94,5.962,5.736,5.778,5.778,4693000
08-10-2012,5.772,5.88,5.722,5.85,5.85,4448500
09-10-2012,5.824,5.824,5.65,5.674,5.674,5965000
10-10-2012,5.678,5.744,5.602,5.68,5.68,2518000
11-10-2012,5.788,5.796,5.65,5.664,5.664,2253000
12-10-2012,5.664,5.746,5.5,5.528,5.528,4938000
15-10-2012,5.604,5.61,5.372,5.466,5.466,7343500
16-10-2012,5.534,5.618,5.468,5.612,5.612,2396500
17-10-2012,5.65,5.768,5.56,5.764,5.764,3340000
18-10-2012,5.798,5.798,5.556,5.608,5.608,3705000
19-10-2012,5.566,5.64,5.46,5.548,5.548,5137000
22-10-2012,5.598,5.6,5.472,5.57,5.57,2351000
23-10-2012,5.476,5.712,5.474,5.678,5.678,3745000
24-10-2012,5.704,5.704,5.45,5.484,5.484,5082000
25-10-2012,5.56,5.56,5.49,5.504,5.504,2888500
26-10-2012,5.506,5.56,5.404,5.476,5.476,2387000
31-10-2012,5.54,5.67,5.474,5.626,5.626,3876000
01-11-2012,5.65,5.898,5.64,5.85,5.85,5120500
02-11-2012,5.854,5.91,5.71,5.784,5.784,5151500
05-11-2012,5.96,6.316,5.866,6.3,6.3,10244500
06-11-2012,6.122,6.24,5.99,6.23,6.23,11620000
07-11-2012,6.2,6.41,6.162,6.308,6.308,8572500
08-11-2012,6.202,6.376,6.188,6.262,6.262,6370000
09-11-2012,6.12,6.186,5.97,6.064,6.064,4315000
12-11-2012,6.058,6.284,6.032,6.214,6.214,2779500
13-11-2012,6.258,6.4,6.144,6.322,6.322,4991500
14-11-2012,6.392,6.424,6.24,6.276,6.276,4356500
15-11-2012,6.26,6.288,6.1,6.164,6.164,4920000
16-11-2012,6.23,6.4,6.118,6.368,6.368,4543500
19-11-2012,6.414,6.65,6.368,6.584,6.584,6962000
20-11-2012,6.56,6.62,6.382,6.6,6.6,4612500
21-11-2012,6.522,6.694,6.458,6.494,6.494,4816000
23-11-2012,6.52,6.566,6.34,6.426,6.426,2151500
26-11-2012,6.42,6.46,6.324,6.454,6.454,2479000
27-11-2012,6.426,6.532,6.304,6.43,6.43,4554000
28-11-2012,6.4,6.858,6.382,6.646,6.646,7626000
29-11-2012,6.688,6.8,6.574,6.738,6.738,5517000
30-11-2012,6.726,6.856,6.602,6.764,6.764,7101500
03-12-2012,6.778,7,6.7,6.924,6.924,10428500
04-12-2012,6.816,6.96,6.71,6.78,6.78,6316500
05-12-2012,6.764,6.838,6.716,6.742,6.742,3307500
06-12-2012,6.764,6.96,6.7,6.78,6.78,3302000
07-12-2012,6.86,6.898,6.77,6.834,6.834,3322000
10-12-2012,6.886,6.96,6.836,6.914,6.914,4649000
11-12-2012,6.92,7.1,6.892,7.056,7.056,7863000
12-12-2012,7.042,7.16,6.99,7.052,7.052,10319000
13-12-2012,7.052,7.06,6.55,6.722,6.722,10756500
14-12-2012,6.756,6.88,6.718,6.762,6.762,5115000
17-12-2012,6.754,6.9,6.75,6.88,6.88,4124500
18-12-2012,6.852,7.014,6.852,6.918,6.918,7769500
19-12-2012,6.95,7.052,6.904,6.922,6.922,6494000
20-12-2012,6.902,6.958,6.81,6.886,6.886,4606000
21-12-2012,6.788,6.834,6.716,6.8,6.8,7462000
24-12-2012,6.728,6.87,6.71,6.856,6.856,1879000
26-12-2012,6.792,6.9,6.7,6.718,6.718,3007000
27-12-2012,6.7,6.782,6.6,6.738,6.738,2805500
28-12-2012,6.676,6.73,6.604,6.644,6.644,2070500
31-12-2012,6.6,6.794,6.6,6.774,6.774,2974500
02-01-2013,7,7.09,6.942,7.072,7.072,5974000
03-01-2013,7.036,7.09,6.95,6.954,6.954,3710000
04-01-2013,6.96,6.96,6.784,6.88,6.88,3370000
07-01-2013,6.96,6.96,6.78,6.868,6.868,2210000
08-01-2013,6.9,6.9,6.622,6.736,6.736,6420000
09-01-2013,6.802,6.838,6.68,6.728,6.728,3490000
10-01-2013,6.774,6.798,6.676,6.706,6.706,4612500
11-01-2013,6.808,6.808,6.422,6.582,6.582,7816000
14-01-2013,6.616,6.676,6.57,6.652,6.652,4625500
15-01-2013,6.622,6.85,6.616,6.78,6.78,8121000
16-01-2013,6.77,6.846,6.746,6.82,6.82,6891000
17-01-2013,6.832,6.97,6.784,6.876,6.876,7183500
18-01-2013,6.948,6.956,6.764,6.904,6.904,17775500
22-01-2013,6.912,7.11,6.852,7.038,7.038,9601000
23-01-2013,7.004,7.248,6.992,7.2,7.2,7821500
24-01-2013,7.2,7.544,7.168,7.398,7.398,9852000
25-01-2013,7.4,7.508,7.36,7.396,7.396,6439000
28-01-2013,7.372,7.742,7.372,7.606,7.606,9930000
29-01-2013,7.62,7.688,7.426,7.59,7.59,7133000
30-01-2013,7.57,7.6,7.486,7.504,7.504,4840500
31-01-2013,7.574,7.574,7.386,7.502,7.502,4507000
01-02-2013,7.634,7.7,7.524,7.66,7.66,5503000
04-02-2013,7.68,7.684,7.518,7.548,7.548,5640000
05-02-2013,7.6,7.73,7.536,7.626,7.626,6551000
06-02-2013,7.636,7.878,7.58,7.834,7.834,9466000
07-02-2013,7.838,7.936,7.79,7.896,7.896,5983000
08-02-2013,7.89,8,7.828,7.848,7.848,5699000
11-02-2013,7.596,7.83,7.5,7.684,7.684,16331500
12-02-2013,7.69,7.774,7.458,7.578,7.578,11306500
13-02-2013,7.66,7.8,7.61,7.69,7.69,4834000
14-02-2013,7.728,7.75,7.642,7.654,7.654,4953500
15-02-2013,7.7,7.702,7.39,7.408,7.408,10088000
19-02-2013,7.472,7.858,7.462,7.856,7.856,13507000
20-02-2013,7.86,7.93,7.692,7.708,7.708,15610000
21-02-2013,7.298,7.478,6.908,7.032,7.032,45189000
22-02-2013,7.144,7.278,7.12,7.222,7.222,12736500
25-02-2013,7.23,7.35,6.868,6.876,6.876,14447000
26-02-2013,6.892,6.992,6.76,6.886,6.886,13814500
27-02-2013,6.882,7.082,6.88,7.02,7.02,9796000
28-02-2013,7.178,7.22,6.874,6.966,6.966,9824500
01-03-2013,7,7.016,6.85,6.93,6.93,7733000
04-03-2013,6.954,7.166,6.94,7.116,7.116,8788500
05-03-2013,7.2,7.384,7.158,7.33,7.33,10435000
06-03-2013,7.402,7.576,7.394,7.538,7.538,5750000
07-03-2013,7.546,7.73,7.376,7.646,7.646,5791500
08-03-2013,7.612,7.888,7.472,7.694,7.694,4560500
11-03-2013,7.774,7.888,7.73,7.82,7.82,7897500
12-03-2013,7.78,7.876,7.77,7.824,7.824,6375500
13-03-2013,7.8,7.898,7.762,7.796,7.796,4110000
14-03-2013,7.78,7.782,7.354,7.37,7.37,10105000
15-03-2013,7.328,7.33,7.042,7.058,7.058,16398000
18-03-2013,7.06,7.212,6.984,7.03,7.03,6580500
19-03-2013,7.05,7.12,6.988,7.016,7.016,5492500
20-03-2013,7.052,7.214,7.032,7.19,7.19,7115000
21-03-2013,7.19,7.412,7.148,7.202,7.202,5731500
22-03-2013,7.24,7.36,7.24,7.324,7.324,2201000
25-03-2013,7.42,7.704,7.354,7.506,7.506,11894000
26-03-2013,7.596,7.644,7.532,7.572,7.572,9041000
27-03-2013,7.588,7.676,7.462,7.632,7.632,6481500
28-03-2013,7.646,7.648,7.55,7.578,7.578,5793500
01-04-2013,8.472,9.336,8.34,8.786,8.786,70492500
02-04-2013,8.72,9.1,8.702,8.868,8.868,33262000
03-04-2013,8.62,8.694,8.042,8.22,8.22,28218000
04-04-2013,8.222,8.45,8.162,8.402,8.402,11324000
05-04-2013,8.4,8.4,8.1,8.274,8.274,7762000
08-04-2013,8.394,8.51,8.302,8.366,8.366,8395000
09-04-2013,8.36,8.366,8.066,8.1,8.1,8480500
10-04-2013,8.14,8.402,8.122,8.372,8.372,10605500
11-04-2013,8.412,8.91,8.35,8.718,8.718,17237000
12-04-2013,8.65,9.028,8.61,8.75,8.75,15747000
15-04-2013,8.7,8.76,8.502,8.66,8.66,8407000
16-04-2013,8.838,9.228,8.782,9.118,9.118,15902000
17-04-2013,9.1,9.19,8.908,9.09,9.09,10592500
18-04-2013,9.196,9.52,9.078,9.394,9.394,16839500
19-04-2013,9.492,9.976,9.414,9.566,9.566,15058500
22-04-2013,9.72,10.04,9.55,10.038,10.038,19697000
23-04-2013,10.2,10.584,10.132,10.202,10.202,18669000
24-04-2013,10.18,10.21,9.796,10.086,10.086,13150000
25-04-2013,10.1,10.48,10.1,10.4,10.4,13979500
26-04-2013,10.626,10.748,10.124,10.24,10.24,18110500
29-04-2013,10.352,10.998,10.24,10.988,10.988,18198500
30-04-2013,11.2,11.636,10.752,10.798,10.798,27613000
01-05-2013,11.198,11.198,10.6,10.656,10.656,13714000
02-05-2013,10.77,11.054,10.74,10.822,10.822,15252000
03-05-2013,11.294,11.294,10.9,10.91,10.91,16893500
06-05-2013,11.278,11.932,11.1,11.9,11.9,21833500
07-05-2013,12.4,12.474,11.024,11.102,11.102,49955000
08-05-2013,11.5,11.64,11.142,11.158,11.158,33849500
09-05-2013,14.024,15.154,12.738,13.88,13.88,143025000
10-05-2013,13.93,16.200001,13.85,15.352,15.352,125413000
13-05-2013,16.198,17.6,15.83,17.559999,17.559999,112084500
14-05-2013,18.844,19.424,16.23,16.648001,16.648001,185819500
15-05-2013,16.360001,17.375999,15.622,16.968,16.968,84393500
16-05-2013,18.940001,19,17.732,18.450001,18.450001,108070000
17-05-2013,18.5,18.888,17.5,18.299999,18.299999,95011000
20-05-2013,18.224001,18.5,17.726,17.988001,17.988001,41742000
21-05-2013,17.700001,17.997999,17.056,17.518,17.518,44991000
22-05-2013,17.274,18.191999,17.1,17.448,17.448,42840000
23-05-2013,16.962,18.601999,16.610001,18.546,18.546,60111000
24-05-2013,18.52,19.59,18.4,19.416,19.416,80621000
28-05-2013,20.309999,22.15,20.059999,22.066,22.066,98459500
29-05-2013,22.709999,22.98,19.799999,20.926001,20.926001,125497500
30-05-2013,20.492001,21.908001,20.24,20.99,20.99,80668500
31-05-2013,21.252001,21.288,19.546,19.552,19.552,75860000
03-06-2013,19.524,19.524,17.65,18.518,18.518,95698000
04-06-2013,18.549999,19.284,18.48,18.968,18.968,44280500
05-06-2013,18.732,19.594,17.822001,19.073999,19.073999,61124000
06-06-2013,19.049999,19.854,19.021999,19.469999,19.469999,47554500
07-06-2013,19.6,20.58,19.34,20.408001,20.408001,53558000
10-06-2013,19.785999,20.504,19.714001,20.01,20.01,46143000
11-06-2013,19.636,19.736,18.809999,18.893999,18.893999,36970000
12-06-2013,19.360001,20.096001,19.15,19.546,19.546,45963500
13-06-2013,19.799999,19.856001,19.024,19.636,19.636,29808000
14-06-2013,20,20.504,19.865999,20.059999,20.059999,32823500
17-06-2013,20.719999,20.950001,20.24,20.440001,20.440001,35331000
18-06-2013,20.35,20.796,19.84,20.677999,20.677999,43976500
19-06-2013,20.412001,21.334,20.402,20.936001,20.936001,42894500
20-06-2013,20.93,21.426001,19.889999,20.129999,20.129999,50532500
21-06-2013,20.74,20.74,19.5,19.91,19.91,58593000
24-06-2013,19.299999,20.573999,19.059999,20.298,20.298,35599000
25-06-2013,20.620001,20.84,20.110001,20.48,20.48,29243500
26-06-2013,20.76,21.174,20.532,21.143999,21.143999,33013000
27-06-2013,21.35,22.049999,21.226,21.85,21.85,43724500
28-06-2013,21.714001,21.888,21.341999,21.472,21.472,28743000
01-07-2013,21.872,23.554001,21.83,23.436001,23.436001,54518000
02-07-2013,23.65,24.378,23.1,23.563999,23.563999,60320500
03-07-2013,23.6,23.85,22.854,23.048,23.048,24033500
05-07-2013,23.664,24.056,23.139999,24.018,24.018,34093500
08-07-2013,24.274,24.436001,23.764,24.322001,24.322001,39071000
09-07-2013,24.927999,25.063999,24.382,24.690001,24.690001,43016500
10-07-2013,24.638,24.65,24.158001,24.454,24.454,28000500
11-07-2013,24.976,25.218,24.469999,25.122,25.122,37418000
12-07-2013,25.1,25.988001,24.902,25.98,25.98,56720000
15-07-2013,26.606001,26.652,25.364,25.452,25.452,49612000
16-07-2013,25.256001,25.264,21.459999,21.809999,21.809999,161859500
17-07-2013,21.304001,24.323999,20.9,24.049999,24.049999,130145000
18-07-2013,24.194,24.546,23.236,23.806,23.806,56990500
19-07-2013,23.700001,24.110001,23.302,23.936001,23.936001,29451500
22-07-2013,23.978001,25.336,23.976,24.486,24.486,48989000
23-07-2013,24.799999,25.112,24.364,24.548,24.548,38682000
24-07-2013,24.893999,24.9,23.912001,24.34,24.34,34345000
25-07-2013,24.08,24.950001,24.038,24.813999,24.813999,26421500
26-07-2013,25.628,26.136,25.322001,25.878,25.878,48165500
29-07-2013,25.864,27.073999,25.65,26.924,26.924,48394500
30-07-2013,26.959999,27.497999,25.636,26.348,26.348,65635000
31-07-2013,26.514,26.993999,26.290001,26.856001,26.856001,31758500
01-08-2013,27,27.304001,26.525999,27.110001,27.110001,26618000
02-08-2013,26.917999,27.65,26.722,27.6,27.6,31349500
05-08-2013,28.002001,28.978001,27.93,28.936001,28.936001,51003500
06-08-2013,28.950001,29.146,28.219999,28.43,28.43,46272500
07-08-2013,28.378,28.389999,26.472,26.846001,26.846001,91061000
08-08-2013,30.870001,31.775999,30.091999,30.695999,30.695999,136234000
09-08-2013,30.48,31.190001,30.25,30.6,30.6,44638500
12-08-2013,29.886,30.1,28.41,29.476,29.476,74561000
13-08-2013,29.9,29.968,28.889999,29.086,29.086,43744500
14-08-2013,28.544001,28.968,27.610001,27.872,27.872,58469000
15-08-2013,27.285999,28.719999,27,27.934,27.934,50896000
16-08-2013,28.326,28.782,28.194,28.4,28.4,35540500
19-08-2013,28.686001,29.476,28.566,28.98,28.98,40188500
20-08-2013,29.73,29.955999,29.4,29.916,29.916,32091000
21-08-2013,30,30.062,29.25,29.572001,29.572001,31331500
22-08-2013,29.844,31.496,29.628,31.42,31.42,52962000
23-08-2013,31.4,32.459999,31,32.368,32.368,64659500
26-08-2013,33.029999,34.599998,32.049999,32.844002,32.844002,120855500
27-08-2013,32.459999,33.759998,32.189999,33.402,33.402,87834500
28-08-2013,33.812,34.299999,32.650002,33.290001,33.290001,73700500
29-08-2013,32.844002,33.549999,32.501999,33.212002,33.212002,47180000
30-08-2013,33.273998,33.841999,32.792,33.799999,33.799999,55142000
03-09-2013,34.68,34.740002,33.279999,33.787998,33.787998,60305500
04-09-2013,33.953999,34.324001,33.112,34.124001,34.124001,57378500
05-09-2013,34.02,34.299999,33.650002,33.986,33.986,33426500
06-09-2013,33.714001,33.939999,33.029999,33.394001,33.394001,43098500
09-09-2013,32.624001,32.900002,31.702,32.139999,32.139999,71722500
10-09-2013,32.290001,33.5,32.125999,33.273998,33.273998,44839000
11-09-2013,33.282001,33.580002,32.425999,32.703999,32.703999,29162500
12-09-2013,32.799999,33.352001,32.102001,32.986,32.986,30800000
13-09-2013,32.554001,33.273998,32.431999,33.108002,33.108002,27006000
16-09-2013,33.599998,34.169998,33.169998,33.316002,33.316002,37874500
17-09-2013,33.015999,33.683998,32.672001,33.245998,33.245998,27484500
18-09-2013,33.414001,33.490002,32.84,33.243999,33.243999,27198500
19-09-2013,34.16,36.094002,33.816002,35.584,35.584,77973000
20-09-2013,35.779999,37.166,35.712002,36.678001,36.678001,67008500
23-09-2013,36.896,37.096001,35.422001,36.222,36.222,40867000
24-09-2013,35.827999,36.992001,35.529999,36.466,36.466,31367000
25-09-2013,36.712002,37.259998,36.099998,37.048,37.048,41263500
26-09-2013,37.34,37.936001,37.122002,37.728001,37.728001,33072000
27-09-2013,37.504002,38.256001,37.285999,38.18,38.18,29582000
30-09-2013,37.799999,38.900002,37.599998,38.674,38.674,44623500
01-10-2013,38.792,38.846001,37.674,38.599998,38.599998,38779500
02-10-2013,37.717999,38.366001,35.080002,36.189999,36.189999,103877000
03-10-2013,35.009998,35.938,33.599998,34.661999,34.661999,119082500
04-10-2013,35.279999,36.236,34.529999,36.195999,36.195999,72070000
07-10-2013,36.492001,37.346001,36.051998,36.613998,36.613998,57428000
08-10-2013,36.880001,37.186001,34.641998,34.945999,34.945999,68786000
09-10-2013,34.945999,34.998001,32.299999,33.756001,33.756001,76582500
10-10-2013,34.618,35.150002,33.938,34.585999,34.585999,44419500
11-10-2013,34.549999,35.858002,34.240002,35.740002,35.740002,41555500
14-10-2013,35,36.5,34.830002,35.944,35.944,38848000
15-10-2013,37.056,37.757999,36.636002,36.787998,36.787998,54892500
16-10-2013,36.98,37.459999,36.417999,36.712002,36.712002,41027000
17-10-2013,36.708,36.959999,36.198002,36.560001,36.560001,33525000
18-10-2013,36.830002,37.192001,36.504002,36.68,36.68,29654000
21-10-2013,36.655998,36.678001,34.200001,34.52,34.52,57660500
22-10-2013,34.099998,35.556,33.222,34.307999,34.307999,56933500
23-10-2013,33.782001,34.362,32.029999,32.900002,32.900002,66602000
24-10-2013,33,34.900002,32.566002,34.630001,34.630001,54128500
25-10-2013,34.841999,34.900002,33.360001,33.931999,33.931999,37977500
28-10-2013,34.035999,34.099998,32.439999,32.571999,32.571999,39208500
29-10-2013,32.551998,33.09,30.6,32.894001,32.894001,70558500
30-10-2013,32.925999,33.535999,31.634001,31.844,31.844,42009000
31-10-2013,31.134001,32.487999,30.66,31.988001,31.988001,46669000
01-11-2013,32.599998,33.18,32.082001,32.433998,32.433998,35903000
04-11-2013,33,35.077999,32.844002,35.040001,35.040001,65602000
05-11-2013,36,36.285999,34.271999,35.362,35.362,112335500
06-11-2013,30.962,32.146,29.27,30.232,30.232,155358500
07-11-2013,28.837999,29.129999,27.524,27.954,27.954,111423500
08-11-2013,27.296,28.120001,26.464001,27.59,27.59,112389500
11-11-2013,28.200001,29.084,27.42,28.940001,28.940001,69988000
12-11-2013,28.938,28.940001,27.236,27.559999,27.559999,74926000
13-11-2013,28.167999,28.474001,27.268,27.74,27.74,63291500
14-11-2013,27.784,28.08,26.822001,27.52,27.52,61018500
15-11-2013,27.370001,27.59,26.870001,27.09,27.09,49501000
18-11-2013,27.054001,27.09,23.922001,24.316,24.316,115691000
19-11-2013,23.886,25.799999,23.844,25.218,25.218,99081000
20-11-2013,25.216,25.49,23.812,24.222,24.222,69248000
21-11-2013,24.577999,24.958,24.049999,24.42,24.42,59519000
22-11-2013,24.316,24.549999,23.586,24.275999,24.275999,55483500
25-11-2013,24.9,25.167999,24.059999,24.167999,24.167999,51336500
26-11-2013,23.875999,24.544001,23.219999,24.1,24.1,69427500
27-11-2013,24.261999,25.389999,23.903999,25.388,25.388,61838000
29-11-2013,25.954,26.118,25.396,25.455999,25.455999,48581000
02-12-2013,25.27,25.709999,24.785999,24.834,24.834,38756000
03-12-2013,26.535999,28.988001,26.318001,28.940001,28.940001,128412000
04-12-2013,28.864,28.886,27.426001,27.790001,27.790001,65738500
05-12-2013,28.030001,28.67,27.9,28.096001,28.096001,46442000
06-12-2013,28.302,28.497999,27.26,27.472,27.472,39548000
09-12-2013,27.4,28.34,26.841999,28.32,28.32,45307500
10-12-2013,28.01,29.174,27.972,28.438,28.438,53741000
11-12-2013,28.375999,28.610001,27.898001,27.93,27.93,35689000
12-12-2013,27.940001,29.648001,27.705999,29.493999,29.493999,53839000
13-12-2013,29.610001,30.360001,29.464001,29.530001,29.530001,52959500
16-12-2013,29.695999,30.086,29.219999,29.587999,29.587999,33376500
17-12-2013,29.516001,30.926001,29.264,30.492001,30.492001,52475000
18-12-2013,30.448,30.98,29.190001,29.596001,29.596001,57909500
19-12-2013,29.379999,29.4,27.82,28.143999,28.143999,63700000
20-12-2013,28.316,28.870001,28.316,28.648001,28.648001,37063000
23-12-2013,28.969999,29.247999,28.52,28.709999,28.709999,26927500
24-12-2013,30,30.993999,29.964001,30.282,30.282,49707500
26-12-2013,31.007999,31.6,30.858,31.1,31.1,35647500
27-12-2013,31.059999,31.1,30.16,30.224001,30.224001,27301000
30-12-2013,30.224001,30.962,30.15,30.488001,30.488001,22337500
31-12-2013,30.464001,30.639999,29.732,30.086,30.086,21312000
02-01-2014,29.959999,30.496,29.309999,30.02,30.02,30942000
03-01-2014,30,30.438,29.719999,29.912001,29.912001,23475000
06-01-2014,30,30.08,29.048,29.4,29.4,26805500
07-01-2014,29.524,30.08,29.049999,29.872,29.872,25170500
08-01-2014,29.77,30.74,29.752001,30.256001,30.256001,30816000
